-55;-55;-59;-49;4
-54;-54;-58;-48;4
-54;-54;-59;-48;4
-55;-53;-59;-48;4
-54;-54;-59;-48;4
-54;-54;-59;-49;4
-54;-54;-58;-48;4
-54;-54;-59;-49;4
-54;-53;-59;-48;4
-54;-53;-59;-49;4
-54;-53;-58;-48;4
-54;-53;-58;-48;4
-54;-53;-59;-49;4
-54;-53;-58;-49;4
-54;-53;-60;-49;4
-55;-53;-59;-49;4
-54;-53;-59;-49;4
-54;-53;-59;-49;4
-54;-53;-59;-48;4
-54;-53;-59;-49;4
-54;-53;-59;-49;4
-54;-53;-59;-48;4
-54;-53;-59;-49;4
-54;-53;-59;-49;4
-55;-54;-55;-52;5
-55;-53;-55;-54;5
-56;-53;-55;-52;5
-56;-53;-55;-55;5
-56;-52;-51;-51;5
-56;-52;-51;-47;5
-55;-52;-52;-48;5
-55;-51;-51;-48;5
-55;-54;-51;-47;5
-55;-55;-51;-47;5
-56;-51;-51;-48;5
-55;-51;-51;-47;5
-55;-52;-51;-48;5
-55;-52;-51;-47;5
-55;-52;-51;-47;5
-55;-51;-51;-47;5
-55;-51;-51;-47;5
-57;-51;-51;-47;5
-55;-52;-56;-47;5
-55;-52;-56;-47;5
-56;-52;-49;-47;5
-55;-52;-49;-47;5
-55;-52;-50;-47;5
-55;-51;-50;-47;5
-56;-54;-55;-47;5
-56;-54;-50;-48;5
-56;-53;-54;-47;5
-55;-54;-51;-48;5
-55;-54;-51;-48;5
-54;-54;-51;-48;5
-58;-69;-50;-47;6
-58;-69;-50;-47;6
-58;-70;-50;-48;6
-58;-70;-51;-48;6
-58;-72;-51;-48;6
-58;-72;-51;-48;6
-58;-72;-51;-48;6
-59;-72;-51;-48;6
-59;-72;-51;-48;6
-59;-71;-51;-48;6
-59;-71;-51;-49;6
-59;-71;-51;-47;6
-59;-71;-51;-47;6
-59;-71;-51;-47;6
-59;-71;-51;-47;6
-59;-71;-51;-48;6
-59;-72;-51;-47;6
-59;-72;-51;-48;6
-59;-72;-51;-48;6
-59;-73;-51;-47;6
-58;-72;-51;-47;6
-58;-73;-51;-47;6
-58;-73;-51;-47;6
-58;-73;-51;-47;6
-58;-73;-51;-47;6
-58;-73;-51;-47;6
-58;-72;-51;-47;6
-58;-72;-51;-47;6
-59;-72;-51;-47;6
-59;-72;-51;-47;6
-68;-52;-53;-56;7
-68;-52;-53;-56;7
-68;-52;-53;-56;7
-68;-52;-53;-55;7
-68;-52;-53;-54;7
-68;-52;-52;-54;7
-68;-53;-52;-54;7
-68;-52;-53;-54;7
-68;-53;-53;-55;7
-68;-53;-53;-55;7
-68;-53;-53;-54;7
-68;-53;-53;-54;7
-68;-53;-53;-54;7
-68;-53;-53;-55;7
-68;-53;-53;-55;7
-68;-53;-53;-55;7
-67;-53;-53;-55;7
-67;-53;-53;-54;7
-67;-53;-53;-54;7
-67;-52;-53;-54;7
-68;-52;-53;-54;7
-68;-52;-53;-55;7
-68;-52;-53;-55;7
-68;-52;-53;-55;7
-67;-52;-53;-55;7
-67;-52;-53;-56;7
-67;-52;-53;-55;7
-67;-52;-53;-55;7
-67;-52;-53;-55;7
-67;-52;-53;-55;7
-64;-51;-64;-64;8
-64;-51;-64;-64;8
-64;-51;-64;-64;8
-62;-51;-64;-64;8
-62;-51;-64;-64;8
-62;-51;-64;-64;8
-62;-51;-63;-64;8
-63;-51;-64;-64;8
-63;-51;-64;-64;8
-63;-51;-64;-64;8
-63;-51;-65;-64;8
-62;-51;-65;-63;8
-62;-51;-63;-63;8
-62;-51;-64;-63;8
-62;-51;-64;-64;8
-62;-51;-65;-64;8
-62;-50;-65;-63;8
-62;-51;-64;-63;8
-63;-51;-65;-64;8
-63;-52;-63;-65;8
-63;-51;-64;-64;8
-63;-51;-65;-64;8
-63;-51;-65;-64;8
-63;-51;-64;-64;8
-63;-51;-65;-65;8
-63;-51;-65;-66;8
-63;-51;-65;-66;8
-63;-51;-65;-66;8
-63;-51;-65;-66;8
-63;-51;-65;-66;8
-66;-46;-66;-61;9
-66;-46;-66;-60;9
-66;-46;-66;-60;9
-66;-45;-66;-60;9
-66;-45;-66;-59;9
-66;-45;-66;-59;9
-66;-45;-66;-59;9
-66;-45;-66;-59;9
-66;-45;-65;-60;9
-66;-45;-66;-60;9
-66;-45;-66;-60;9
-66;-45;-66;-60;9
-66;-46;-66;-61;9
-66;-46;-66;-61;9
-66;-46;-66;-61;9
-66;-46;-66;-59;9
-67;-46;-66;-59;9
-67;-46;-66;-59;9
-67;-46;-66;-59;9
-67;-46;-66;-59;9
-67;-46;-66;-59;9
-67;-45;-66;-59;9
-67;-45;-66;-60;9
-67;-45;-65;-60;9
-66;-45;-65;-60;9
-66;-45;-65;-60;9
-66;-45;-65;-60;9
-66;-45;-66;-60;9
-66;-45;-66;-60;9
-66;-45;-66;-60;9
-60;-45;-57;-61;10
-62;-45;-57;-61;10
-62;-45;-57;-61;10
-61;-46;-57;-61;10
-62;-46;-57;-61;10
-62;-46;-56;-61;10
-62;-46;-56;-61;10
-61;-45;-57;-61;10
-62;-45;-57;-59;10
-61;-45;-57;-59;10
-62;-45;-57;-59;10
-62;-45;-57;-59;10
-62;-45;-57;-60;10
-62;-45;-57;-60;10
-62;-45;-56;-60;10
-62;-45;-57;-60;10
-62;-45;-57;-60;10
-62;-45;-57;-60;10
-62;-45;-57;-60;10
-62;-46;-57;-61;10
-61;-46;-57;-61;10
-62;-46;-56;-61;10
-62;-46;-56;-61;10
-62;-45;-56;-62;10
-62;-45;-56;-62;10
-62;-45;-57;-62;10
-62;-45;-58;-62;10
-62;-45;-57;-62;10
-62;-45;-57;-62;10
-62;-45;-57;-62;10
